gene,non_unique_gene_name,annotation,from
rhaS_2,rhaS_2,HTH-type transcriptional activator RhaS,rhaS
kdgK_1,kdgK_1,2-dehydro-3-deoxygluconokinase,kdgK
melD_5,melD_5,Melibiose/raffinose/stachyose import permease protein MelD,melD
eryC,eryC,D-erythrulose 1-phosphate 3-epimerase,eryC
psuG,psuG,Pseudouridine-5'-phosphate glycosidase,psuG
dgoK1_2,dgoK1_2,putative 2-dehydro-3-deoxygalactonokinase DgoK1,dgoK1
rhaS_7,rhaS_7,HTH-type transcriptional activator RhaS,rhaS
rarD,rarD,Protein RarD,rarD
pyrB,pyrB,Aspartate carbamoyltransferase,pyrB
ngcG_3,ngcG_3,Diacetylchitobiose uptake system permease protein NgcG,ngcG
metF,metF,510-methylenetetrahydrofolate reductase,metF
rhaR_3,rhaR_3,HTH-type transcriptional activator RhaR,rhaR
ybhN,ybhN,Inner membrane protein YbhN,ybhN
cmpR_2,cmpR_2,HTH-type transcriptional activator CmpR,cmpR
rbsB_5,rbsB_5,Ribose import binding protein RbsB,rbsB
gbpR_1,gbpR_1,HTH-type transcriptional regulator GbpR,gbpR
rihA,rihA,Pyrimidine-specific ribonucleoside hydrolase RihA,rihA
fabD,fabD,Malonyl CoA-acyl carrier protein transacylase,fabD
fmdA,fmdA,Formamidase,fmdA
yijE,yijE,putative cystine transporter YijE,yijE
lacF_2,lacF_2,Lactose transport system permease protein LacF,lacF
gcvA_12,gcvA_12,Glycine cleavage system transcriptional activator,gcvA
eryD_3,eryD_3,Erythritol catabolism regulatory protein EryD,eryD
gcvA_7,gcvA_7,Glycine cleavage system transcriptional activator,gcvA
lacF_7,lacF_7,Lactose transport system permease protein LacF,lacF
gshB_2,gshB_2,Glutathione synthetase,gshB
glsA,glsA,Thermolabile glutaminase,glsA
cdhR_1,cdhR_1,HTH-type transcriptional regulator CdhR,cdhR
gsiC_1,gsiC_1,Glutathione transport system permease protein GsiC,gsiC
dmlR_1,dmlR_1,HTH-type transcriptional regulator DmlR,dmlR
rbsB_8,rbsB_8,Ribose import binding protein RbsB,rbsB
gsiC_13,gsiC_13,Glutathione transport system permease protein GsiC,gsiC
yajO_2,yajO_2,1-deoxyxylulose-5-phosphate synthase YajO,yajO
ydcU,ydcU,Inner membrane ABC transporter permease protein YdcU,ydcU
dppC_1,dppC_1,Dipeptide transport system permease protein DppC,dppC
rhaR_1,rhaR_1,HTH-type transcriptional activator RhaR,rhaR
rbsB_1,rbsB_1,Ribose import binding protein RbsB,rbsB
pgrR_10,pgrR_10,HTH-type transcriptional regulator PgrR,pgrR
accA,accA,Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha,accA
oxyR_1,oxyR_1,Hydrogen peroxide-inducible genes activator,oxyR
cysD_2,cysD_2,Sulfate adenylyltransferase subunit 2,cysD
lpxC,lpxC,UDP-3-O-acyl-N-acetylglucosamine deacetylase,lpxC
ribN_2,ribN_2,Riboflavin transporter,ribN
eryD_1,eryD_1,Erythritol catabolism regulatory protein EryD,eryD
dmlR_10,dmlR_10,HTH-type transcriptional regulator DmlR,dmlR
ubiA,ubiA,4-hydroxybenzoate octaprenyltransferase,ubiA
speB,speB,Agmatinase,speB
dppC_4,dppC_4,Dipeptide transport system permease protein DppC,dppC
htpX,htpX,Protease HtpX,htpX
ghrA_1,ghrA_1,Glyoxylate/hydroxypyruvate reductase A,ghrA
eryD_2,eryD_2,Erythritol catabolism regulatory protein EryD,eryD
glyQ,glyQ,Glycine--tRNA ligase alpha subunit,glyQ
acsE,acsE,5-methyltetrahydrofolate:corrinoid/iron-sulfur protein co-methyltransferase,acsE
rbsC_5,rbsC_5,Ribose import permease protein RbsC,rbsC
ytfQ_1,ytfQ_1,ABC transporter periplasmic-binding protein YtfQ,ytfQ
hdfR_6,hdfR_6,HTH-type transcriptional regulator HdfR,hdfR
cntB,cntB,Carnitine monooxygenase reductase subunit,cntB
czcD,czcD,Cadmium cobalt and zinc/H(+)-K(+) antiporter,czcD
pdxA2_2,pdxA2_2,D-threonate 4-phosphate dehydrogenase,pdxA2
pssM,pssM,Exopolysaccharide glucosyl ketal-pyruvate-transferase,pssM
cysK1,cysK1,O-acetylserine sulfhydrylase,cysK1
lipA,lipA,Lipoyl synthase,lipA
gsiC_3,gsiC_3,Glutathione transport system permease protein GsiC,gsiC
rbsB_2,rbsB_2,Ribose import binding protein RbsB,rbsB
rfuD,rfuD,putative riboflavin import permease protein RfuD,rfuD
fabH,fabH,3-oxoacyl-[acyl-carrier-protein] synthase 3,fabH
cdhR_3,cdhR_3,HTH-type transcriptional regulator CdhR,cdhR
siaP_3,siaP_3,Sialic acid-binding periplasmic protein SiaP,siaP
cdhR_6,cdhR_6,HTH-type transcriptional regulator CdhR,cdhR
trxB_1,trxB_1,Thioredoxin reductase,trxB
murB,murB,UDP-N-acetylenolpyruvoylglucosamine reductase,murB
siaP_2,siaP_2,Sialic acid-binding periplasmic protein SiaP,siaP
mnmC_1,mnmC_1,tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC,mnmC
qorA_1,qorA_1,Quinone oxidoreductase 1,qorA
nudC,nudC,NADH pyrophosphatase,nudC
yhdN_3,yhdN_3,Aldo-keto reductase YhdN,yhdN
lsrC_2,lsrC_2,Autoinducer 2 import system permease protein LsrC,lsrC
corA_1,corA_1,Magnesium transport protein CorA,corA
thrB_1,thrB_1,Homoserine kinase,thrB
hemF,hemF,Oxygen-dependent coproporphyrinogen-III oxidase,hemF
deoR_1,deoR_1,Deoxyribonucleoside regulator,deoR
denD_2,denD_2,D-erythronate dehydrogenase,denD
btuD_18,btuD_18,Vitamin B12 import ATP-binding protein BtuD,btuD
ribF,ribF,Bifunctional riboflavin kinase/FMN adenylyltransferase,ribF
ycjG,ycjG,L-Ala-D/L-Glu epimerase,ycjG
cobD,cobD,Cobalamin biosynthesis protein CobD,cobD
oppD_2,oppD_2,Oligopeptide transport ATP-binding protein OppD,oppD
ytfQ_2,ytfQ_2,ABC transporter periplasmic-binding protein YtfQ,ytfQ
nuoH_2,nuoH_2,NADH-quinone oxidoreductase subunit H,nuoH
oppD_6,oppD_6,Oligopeptide transport ATP-binding protein OppD,oppD
iolG_5,iolG_5,Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase,iolG
tolQ_1,tolQ_1,Tol-Pal system protein TolQ,tolQ
fgd1,fgd1,F420-dependent glucose-6-phosphate dehydrogenase,fgd1
rbsC_11,rbsC_11,Ribose import permease protein RbsC,rbsC
sugA_2,sugA_2,Trehalose transport system permease protein SugA,sugA
galE_2,galE_2,UDP-glucose 4-epimerase,galE
galE_1,galE_1,UDP-glucose 4-epimerase,galE
yjiA_2,yjiA_2,P-loop guanosine triphosphatase YjiA,yjiA
rbsB_7,rbsB_7,Ribose import binding protein RbsB,rbsB
corA_2,corA_2,Magnesium transport protein CorA,corA
lsrB_4,lsrB_4,Autoinducer 2-binding protein LsrB,lsrB
cdhR_2,cdhR_2,HTH-type transcriptional regulator CdhR,cdhR
kdsD_1,kdsD_1,Arabinose 5-phosphate isomerase KdsD,kdsD
rbsB_3,rbsB_3,Ribose import binding protein RbsB,rbsB
cdhR_7,cdhR_7,HTH-type transcriptional regulator CdhR,cdhR
xerC_3,xerC_3,Tyrosine recombinase XerC,xerC
tmpC,tmpC,Membrane lipoprotein TmpC,tmpC
hslO,hslO,33 kDa chaperonin,hslO
yqjG,yqjG,Glutathionyl-hydroquinone reductase YqjG,yqjG
rbsC_14,rbsC_14,Ribose import permease protein RbsC,rbsC
gutB,gutB,Sorbitol dehydrogenase,gutB
yiaO_2,yiaO_2,23-diketo-L-gulonate-binding periplasmic protein YiaO,yiaO
lsrB_2,lsrB_2,Autoinducer 2-binding protein LsrB,lsrB
rbsC_7,rbsC_7,Ribose import permease protein RbsC,rbsC
idhA,idhA,Inositol 2-dehydrogenase,idhA
ssuA,ssuA,Putative aliphatic sulfonates-binding protein,ssuA
cobS,cobS,Aerobic cobaltochelatase subunit CobS,cobS
metAA,metAA,Homoserine O-acetyltransferase,metAA
ipsA,ipsA,HTH-type transcriptional regulator IpsA,ipsA
dctP,dctP,Solute-binding protein,dctP
rbsC_3,rbsC_3,Ribose import permease protein RbsC,rbsC
araH_1,araH_1,L-arabinose transport system permease protein AraH,araH
oppF_3,oppF_3,Oligopeptide transport ATP-binding protein OppF,oppF
potA_2,potA_2,Spermidine/putrescine import ATP-binding protein PotA,potA
paaA,paaA,12-phenylacetyl-CoA epoxidase subunit A,paaA
rbsC_4,rbsC_4,Ribose import permease protein RbsC,rbsC
malK_6,malK_6,Maltose/maltodextrin import ATP-binding protein MalK,malK
cpo_3,cpo_3,Non-heme chloroperoxidase,cpo
cytR_5,cytR_5,HTH-type transcriptional repressor CytR,cytR
lsrB_3,lsrB_3,Autoinducer 2-binding protein LsrB,lsrB
rbsC_8,rbsC_8,Ribose import permease protein RbsC,rbsC
cydB,cydB,Cytochrome bd-I ubiquinol oxidase subunit 2,cydB
lsrD_3,lsrD_3,Autoinducer 2 import system permease protein LsrD,lsrD
dppB_5,dppB_5,Dipeptide transport system permease protein DppB,dppB
cdhR_4,cdhR_4,HTH-type transcriptional regulator CdhR,cdhR
ddpF,ddpF,putative DD-dipeptide transport ATP-binding protein DdpF,ddpF
cytR_3,cytR_3,HTH-type transcriptional repressor CytR,cytR
deoC_1,deoC_1,Deoxyribose-phosphate aldolase,deoC
rbsC_6,rbsC_6,Ribose import permease protein RbsC,rbsC
nadE_1,nadE_1,NH(3)-dependent NAD(+) synthetase,nadE
rbsC_18,rbsC_18,Ribose import permease protein RbsC,rbsC
yhdW_2,yhdW_2,Putative amino-acid ABC transporter-binding protein YhdW,yhdW
gap,gap,Glyceraldehyde-3-phosphate dehydrogenase,gap
cgtA,cgtA,GTPase Obg/CgtA,cgtA
malK_9,malK_9,Maltose/maltodextrin import ATP-binding protein MalK,malK
kdsD_2,kdsD_2,Arabinose 5-phosphate isomerase KdsD,kdsD
rpoA,rpoA,DNA-directed RNA polymerase subunit alpha,rpoA
siaP_4,siaP_4,Sialic acid-binding periplasmic protein SiaP,siaP
doeB_1,doeB_1,N-alpha-acetyl-L-24-diaminobutyric acid deacetylase,doeB
rbsC_1,rbsC_1,Ribose import permease protein RbsC,rbsC
bkdA2,bkdA2,2-oxoisovalerate dehydrogenase subunit beta,bkdA2
frlB,frlB,Fructosamine deglycase FrlB,frlB
hemB,hemB,Delta-aminolevulinic acid dehydratase,hemB
yitJ_2,yitJ_2,Bifunctional homocysteine S-methyltransferase/510-methylenetetrahydrofolate reductase,yitJ
lacF_1,lacF_1,Lactose transport system permease protein LacF,lacF
lgoD,lgoD,L-galactonate-5-dehydrogenase,lgoD
rsmC,rsmC,Ribosomal RNA small subunit methyltransferase C,rsmC
cobU,cobU,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,cobU
mro,mro,Aldose 1-epimerase,mro
lsrC_3,lsrC_3,Autoinducer 2 import system permease protein LsrC,lsrC
hemH,hemH,Ferrochelatase,hemH
pld1,pld1,Pyridoxal 4-dehydrogenase,pld1
glk,glk,Glucokinase,glk
ilvC,ilvC,Ketol-acid reductoisomerase (NADP(+)),ilvC
afr_1,afr_1,15-anhydro-D-fructose reductase,afr
tauA,tauA,Taurine-binding periplasmic protein,tauA
purR_1,purR_1,HTH-type transcriptional repressor PurR,purR
nodD2_3,nodD2_3,Nodulation protein D 2,nodD2
glmS,glmS,Glutamine--fructose-6-phosphate aminotransferase [isomerizing],glmS
mshA_11,mshA_11,D-inositol-3-phosphate glycosyltransferase,mshA
COQ5_5,COQ5_5,2-methoxy-6-polyprenyl-14-benzoquinol methylase mitochondrial,COQ5
macA_1,macA_1,Macrolide export protein MacA,macA
alc,alc,allantoicase,alc
cytR_6,cytR_6,HTH-type transcriptional repressor CytR,cytR
frcB,frcB,Fructose import binding protein FrcB,frcB
yhdW_1,yhdW_1,Putative amino-acid ABC transporter-binding protein YhdW,yhdW
rbsC_2,rbsC_2,Ribose import permease protein RbsC,rbsC
cytR_1,cytR_1,HTH-type transcriptional repressor CytR,cytR
prfB,prfB,Peptide chain release factor RF2,prfB
dusB,dusB,tRNA-dihydrouridine synthase B,dusB
gpr,gpr,L-glyceraldehyde 3-phosphate reductase,gpr
ugpC_4,ugpC_4,sn-glycerol-3-phosphate import ATP-binding protein UgpC,ugpC
btuD_2,btuD_2,Vitamin B12 import ATP-binding protein BtuD,btuD
apsD_1,apsD_1,D-apiose dehydrogenase,apsD
rluD,rluD,Ribosomal large subunit pseudouridine synthase D,rluD
mshA_12,mshA_12,D-inositol-3-phosphate glycosyltransferase,mshA
dnaX_1,dnaX_1,DNA polymerase III subunit tau,dnaX
rbsC_10,rbsC_10,Ribose import permease protein RbsC,rbsC
lsrC_1,lsrC_1,Autoinducer 2 import system permease protein LsrC,lsrC
lsrB_1,lsrB_1,Autoinducer 2-binding protein LsrB,lsrB
asd2_1,asd2_1,Aspartate-semialdehyde dehydrogenase 2,asd2
sphX,sphX,Protein SphX,sphX
nagZ,nagZ,Beta-hexosaminidase,nagZ
ccpA_2,ccpA_2,Catabolite control protein A,ccpA
glnII,glnII,Glutamine synthetase,glnII
cpoB,cpoB,Cell division coordinator CpoB,cpoB
fliG,fliG,Flagellar motor switch protein FliG,fliG
cysA,cysA,Sulfate/thiosulfate import ATP-binding protein CysA,cysA
xylF,xylF,D-xylose-binding periplasmic protein,xylF
tgnB,tgnB,Flavin-dependent trigonelline monooxygenase oxygenase component,tgnB
ruvB,ruvB,Holliday junction ATP-dependent DNA helicase RuvB,ruvB
lpxK,lpxK,Tetraacyldisaccharide 4'-kinase,lpxK
spuD_1,spuD_1,Putrescine-binding periplasmic protein SpuD,spuD
adhT_1,adhT_1,Alcohol dehydrogenase,adhT
strE,strE,dTDP-glucose 46-dehydratase,strE
adhC2,adhC2,NADP-dependent alcohol dehydrogenase C 2,adhC2
pyrC_2,pyrC_2,Dihydroorotase,pyrC
futA1,futA1,Iron uptake protein A1,futA1
plsX,plsX,Phosphate acyltransferase,plsX
nuoH_1,nuoH_1,NADH-quinone oxidoreductase subunit H,nuoH
gcvA_3,gcvA_3,Glycine cleavage system transcriptional activator,gcvA
yfhA_1,yfhA_1,putative siderophore transport system permease protein YfhA,yfhA
fbaA,fbaA,Fructose-bisphosphate aldolase class 2,fbaA
yhdN_1,yhdN_1,Aldo-keto reductase YhdN,yhdN
ltaE,ltaE,Low specificity L-threonine aldolase,ltaE
ghrB,ghrB,Glyoxylate/hydroxypyruvate reductase B,ghrB
acoA,acoA,Acetoin:26-dichlorophenolindophenol oxidoreductase subunit alpha,acoA
opuAA_1,opuAA_1,Glycine betaine transport ATP-binding protein OpuAA,opuAA
pdxA2_1,pdxA2_1,D-erythronate 4-phosphate dehydrogenase,pdxA2
fgd,fgd,F420-dependent glucose-6-phosphate dehydrogenase,fgd
thrB_2,thrB_2,Homoserine kinase,thrB
purK,purK,N5-carboxyaminoimidazole ribonucleotide synthase,purK
ropA_1,ropA_1,Outer membrane protein IIIA,ropA
yajO_1,yajO_1,1-deoxyxylulose-5-phosphate synthase YajO,yajO
proV,proV,Glycine betaine/proline betaine transport system ATP-binding protein ProV,proV
rbsC_15,rbsC_15,Ribose import permease protein RbsC,rbsC
fbp,fbp,Fructose-16-bisphosphatase class 1,fbp
ugpC_3,ugpC_3,sn-glycerol-3-phosphate import ATP-binding protein UgpC,ugpC
exuR,exuR,putative HTH-type transcriptional repressor ExuR,exuR
kamA_1,kamA_1,L-lysine 23-aminomutase,kamA
epmA,epmA,Elongation factor P--(R)-beta-lysine ligase,epmA
bepA_3,bepA_3,Beta-barrel assembly-enhancing protease,bepA
hisC_3,hisC_3,Histidinol-phosphate aminotransferase,hisC
cbpA_1,cbpA_1,Curved DNA-binding protein,cbpA
mshA_10,mshA_10,D-inositol-3-phosphate glycosyltransferase,mshA
pcaB,pcaB,3-carboxy-ciscis-muconate cycloisomerase,pcaB
gpuA,gpuA,Guanidinopropionase,gpuA
potA_4,potA_4,Spermidine/putrescine import ATP-binding protein PotA,potA
hemS,hemS,Hemin transport protein HemS,hemS
potA_1,potA_1,Spermidine/putrescine import ATP-binding protein PotA,potA
noc_1,noc_1,Nucleoid occlusion protein,noc
hcr_2,hcr_2,NADH oxidoreductase HCR,hcr
iolG_6,iolG_6,Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase,iolG
trpS,trpS,Tryptophan--tRNA ligase,trpS
lpxD,lpxD,UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase,lpxD
fecR,fecR,Protein FecR,fecR
ugpC_5,ugpC_5,sn-glycerol-3-phosphate import ATP-binding protein UgpC,ugpC
ligC,ligC,DNA ligase C,ligC
chvE,chvE,Multiple sugar-binding periplasmic receptor ChvE,chvE
hmuU_1,hmuU_1,Hemin transport system permease protein HmuU,hmuU
ocd,ocd,Ornithine cyclodeaminase,ocd
ugpC_1,ugpC_1,sn-glycerol-3-phosphate import ATP-binding protein UgpC,ugpC
ugpC_10,ugpC_10,sn-glycerol-3-phosphate import ATP-binding protein UgpC,ugpC
msmX_3,msmX_3,Oligosaccharides import ATP-binding protein MsmX,msmX
ugpC_9,ugpC_9,sn-glycerol-3-phosphate import ATP-binding protein UgpC,ugpC
purR_2,purR_2,HTH-type transcriptional repressor PurR,purR
purM,purM,Phosphoribosylformylglycinamidine cyclo-ligase,purM
cra,cra,Catabolite repressor/activator,cra
iolG_7,iolG_7,Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase,iolG
metN,metN,Methionine import ATP-binding protein MetN,metN
iolG_8,iolG_8,Myo-inositol 2-dehydrogenase,iolG
paaE,paaE,12-phenylacetyl-CoA epoxidase subunit E,paaE
potA_8,potA_8,Spermidine/putrescine import ATP-binding protein PotA,potA
nemA_2,nemA_2,N-ethylmaleimide reductase,nemA
melR,melR,HTH-type transcriptional repressor MelR,melR
cbbA,cbbA,Fructose-bisphosphate aldolase,cbbA
prfA,prfA,Peptide chain release factor RF1,prfA
malK_10,malK_10,Maltose/maltodextrin import ATP-binding protein MalK,malK
yejB,yejB,Inner membrane ABC transporter permease protein YejB,yejB
pheS,pheS,Phenylalanine--tRNA ligase alpha subunit,pheS
frcC,frcC,Fructose import permease protein FrcC,frcC
flhB,flhB,Flagellar biosynthetic protein FlhB,flhB
queA,queA,S-adenosylmethionine:tRNA ribosyltransferase-isomerase,queA
chaA,chaA,Sodium-potassium/proton antiporter ChaA,chaA
recA,recA,Protein RecA,recA
ugpC_7,ugpC_7,sn-glycerol-3-phosphate import ATP-binding protein UgpC,ugpC
pyrD,pyrD,Dihydroorotate dehydrogenase (quinone),pyrD
malK_8,malK_8,Maltose/maltodextrin import ATP-binding protein MalK,malK
hflK,hflK,Modulator of FtsH protease HflK,hflK
msiK,msiK,Diacetylchitobiose uptake system ATP-binding protein MsiK,msiK
rbsR,rbsR,Ribose operon repressor,rbsR
mshA_1,mshA_1,D-inositol-3-phosphate glycosyltransferase,mshA
gldA,gldA,Glycerol dehydrogenase,gldA
tsaD,tsaD,tRNA N6-adenosine threonylcarbamoyltransferase,tsaD
ilvE_2,ilvE_2,Branched-chain-amino-acid aminotransferase,ilvE
dcd,dcd,dCTP deaminase dUMP-forming,dcd
aroC,aroC,Chorismate synthase,aroC
nspC,nspC,Carboxynorspermidine/carboxyspermidine decarboxylase,nspC
rfuC_1,rfuC_1,putative riboflavin import permease protein RfuC,rfuC
iolG_2,iolG_2,Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase,iolG
msmX_1,msmX_1,Oligosaccharides import ATP-binding protein MsmX,msmX
hcr_1,hcr_1,NADH oxidoreductase HCR,hcr
ribBA,ribBA,Riboflavin biosynthesis protein RibBA,ribBA
mraY,mraY,Phospho-N-acetylmuramoyl-pentapeptide-transferase,mraY
potF,potF,Putrescine-binding periplasmic protein,potF
macA_3,macA_3,Macrolide export protein MacA,macA
lysDH,lysDH,Lysine 6-dehydrogenase,lysDH
hisC_4,hisC_4,Histidinol-phosphate aminotransferase,hisC
rsmI,rsmI,Ribosomal RNA small subunit methyltransferase I,rsmI
adh1,adh1,Long-chain-alcohol dehydrogenase 1,adh1
phnI,phnI,Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI,phnI
ugpC_11,ugpC_11,sn-glycerol-3-phosphate import ATP-binding protein UgpC,ugpC
btuD_12,btuD_12,Vitamin B12 import ATP-binding protein BtuD,btuD
gsiC_5,gsiC_5,Glutathione transport system permease protein GsiC,gsiC
hpd,hpd,4-hydroxyphenylpyruvate dioxygenase,hpd
carE,carE,Caffeyl-CoA reductase-Etf complex subunit CarE,carE
ugpC_8,ugpC_8,sn-glycerol-3-phosphate import ATP-binding protein UgpC,ugpC
leuB_1,leuB_1,3-isopropylmalate dehydrogenase,leuB
ybhR,ybhR,putative multidrug ABC transporter permease YbhR,ybhR
cytR_2,cytR_2,HTH-type transcriptional repressor CytR,cytR
potA_7,potA_7,Spermidine/putrescine import ATP-binding protein PotA,potA
flgI,flgI,Flagellar P-ring protein,flgI
dnaN,dnaN,Beta sliding clamp,dnaN
nemA_1,nemA_1,N-ethylmaleimide reductase,nemA
potA_3,potA_3,Spermidine/putrescine import ATP-binding protein PotA,potA
adhD,adhD,Putative alcohol dehydrogenase D,adhD
mmpA,mmpA,Metalloprotease MmpA,mmpA
ada,ada,Bifunctional transcriptional activator/DNA repair enzyme Ada,ada
flhA_2,flhA_2,S-(hydroxymethyl)glutathione dehydrogenase,flhA
flhA_1,flhA_1,S-(hydroxymethyl)glutathione dehydrogenase,flhA
tqsA,tqsA,AI-2 transport protein TqsA,tqsA
aroB,aroB,3-dehydroquinate synthase,aroB
gcvT_3,gcvT_3,Aminomethyltransferase,gcvT
rfuC_2,rfuC_2,putative riboflavin import permease protein RfuC,rfuC
yejE,yejE,Inner membrane ABC transporter permease protein YejE,yejE
malK_3,malK_3,Maltose/maltodextrin import ATP-binding protein MalK,malK
sucB_1,sucB_1,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex,sucB
ldc,ldc,Lysine/ornithine decarboxylase,ldc
hisZ,hisZ,ATP phosphoribosyltransferase regulatory subunit,hisZ
dadX,dadX,Alanine racemase catabolic,dadX
gcvT_1,gcvT_1,Aminomethyltransferase,gcvT
potA_5,potA_5,Spermidine/putrescine import ATP-binding protein PotA,potA
vioD,vioD,Capreomycidine synthase,vioD
acdA_1,acdA_1,Acyl-CoA dehydrogenase,acdA
yjiA_3,yjiA_3,P-loop guanosine triphosphatase YjiA,yjiA
lldD_3,lldD_3,Putative L-lactate dehydrogenase,lldD
mdh_1,mdh_1,NAD-dependent methanol dehydrogenase,mdh
xdh,xdh,D-xylose dehydrogenase,xdh
anmK,anmK,Anhydro-N-acetylmuramic acid kinase,anmK
zapE,zapE,Cell division protein ZapE,zapE
apbC,apbC,Iron-sulfur cluster carrier protein,apbC
bepF_1,bepF_1,Efflux pump periplasmic linker BepF,bepF
ybhS,ybhS,putative multidrug ABC transporter permease YbhS,ybhS
pabB,pabB,Aminodeoxychorismate synthase component 1,pabB
acdA_4,acdA_4,Acyl-CoA dehydrogenase,acdA
iolG_1,iolG_1,Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase,iolG
hipO_3,hipO_3,Hippurate hydrolase,hipO
queG,queG,Epoxyqueuosine reductase,queG
potD_1,potD_1,Spermidine/putrescine-binding periplasmic protein,potD
acdA_3,acdA_3,Acyl-CoA dehydrogenase,acdA
cya_1,cya_1,Bifunctional hemolysin/adenylate cyclase,cya
rlmL,rlmL,Ribosomal RNA large subunit methyltransferase K/L,rlmL
aspC_2,aspC_2,Aspartate aminotransferase,aspC
ycaD_1,ycaD_1,putative MFS-type transporter YcaD,ycaD
amiC_2,amiC_2,Aliphatic amidase expression-regulating protein,amiC
gci_1,gci_1,D-galactarolactone cycloisomerase,gci
tyrB_1,tyrB_1,Aromatic-amino-acid aminotransferase,tyrB
hipO_2,hipO_2,Hippurate hydrolase,hipO
bshA,bshA,N-acetyl-alpha-D-glucosaminyl L-malate synthase,bshA
aar,aar,L-alanine/L-glutamate racemase,aar
livK,livK,Leucine-specific-binding protein,livK
pobA,pobA,p-hydroxybenzoate hydroxylase,pobA
dxr,dxr,1-deoxy-D-xylulose 5-phosphate reductoisomerase,dxr
ydiK_1,ydiK_1,Putative transport protein YdiK,ydiK
nagC_4,nagC_4,N-acetylglucosamine repressor,nagC
serC,serC,Phosphoserine aminotransferase,serC
COQ5_3,COQ5_3,2-methoxy-6-polyprenyl-14-benzoquinol methylase mitochondrial,COQ5
ackA,ackA,Acetate kinase,ackA
proB,proB,Glutamate 5-kinase,proB
phaA,phaA,Acetyl-CoA acetyltransferase,phaA
hemW,hemW,Heme chaperone HemW,hemW
ydcO,ydcO,Inner membrane protein YdcO,ydcO
doeA_1,doeA_1,Ectoine hydrolase,doeA
iolG_10,iolG_10,Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase,iolG
